frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,ip.ttl,tcp.len,tcp.hdr_len,udp.length
6.689400000,192.168.1.4,173.243.143.6,50575,443,,,128,93,20,
6.743905000,192.168.1.4,173.243.143.6,50575,443,,,128,573,20,
6.852824000,173.243.143.6,192.168.1.4,443,50575,,,45,0,20,
6.868652000,173.243.143.6,192.168.1.4,443,50575,,,45,0,20,
6.868652000,173.243.143.6,192.168.1.4,443,50575,,,45,0,20,
6.868652000,192.168.1.4,173.243.143.6,50575,443,,,128,0,20,
6.869181000,173.243.143.6,192.168.1.4,443,50575,,,45,341,20,
6.869182000,192.168.1.4,173.243.143.6,50575,443,,,128,0,20,
6.878318000,192.168.1.4,173.243.143.6,50577,443,,,128,0,32,
7.664414000,192.168.1.6,5.196.64.200,34958,443,,,64,75,32,
7.718318000,5.196.64.200,192.168.1.6,443,34958,,,44,0,32,
7.881381000,192.168.1.4,173.243.143.6,50577,443,,,128,0,32,
8.011203000,173.243.143.6,192.168.1.4,443,50577,,,45,0,24,
8.011203000,192.168.1.4,173.243.143.6,50577,443,,,128,0,20,
8.011204000,192.168.1.4,173.243.143.6,50577,443,,,128,312,20,
8.139586000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
8.160262000,192.168.1.4,173.243.143.6,50577,443,,,128,0,20,
8.160262000,173.243.143.6,192.168.1.4,443,50577,,,45,2920,20,
8.160262000,173.243.143.6,192.168.1.4,443,50577,,,45,922,20,
8.160262000,192.168.1.4,173.243.143.6,50577,443,,,128,0,20,
8.160263000,192.168.1.4,173.243.143.6,50577,443,,,128,0,20,
8.160263000,173.243.143.6,192.168.1.4,443,50577,,,45,1460,20,
8.168276000,192.168.1.4,173.243.143.6,50577,443,,,128,2335,20,
8.298455000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
8.299896000,173.243.143.6,192.168.1.4,443,50577,,,45,1202,20,
8.347686000,192.168.1.4,173.243.143.6,50577,443,,,128,0,20,
8.521772000,192.168.1.4,172.19.0.2,,,62417,53,128,,,48
8.704800000,5.196.64.200,192.168.1.6,443,34958,,,44,43,32,
8.704827000,192.168.1.6,5.196.64.200,34958,443,,,64,0,32,
9.599475000,192.168.1.4,13.68.233.9,50571,443,,,128,0,20,
9.721498000,13.68.233.9,192.168.1.4,443,50571,,,107,0,20,
9.721498000,192.168.1.4,13.68.233.9,50571,443,,,128,0,20,
10.291243000,192.168.1.4,209.85.233.188,50435,5228,,,128,0,20,
10.298762000,192.168.1.4,64.233.165.188,50579,5228,,,128,0,32,
10.315188000,64.233.165.188,192.168.1.4,5228,50579,,,121,0,32,
10.315188000,192.168.1.4,64.233.165.188,50579,5228,,,128,0,20,
10.315265000,192.168.1.4,64.233.165.188,50579,5228,,,128,1763,20,
10.331705000,64.233.165.188,192.168.1.4,5228,50579,,,121,0,32,
10.331706000,64.233.165.188,192.168.1.4,5228,50579,,,121,0,20,
10.331792000,64.233.165.188,192.168.1.4,5228,50579,,,121,1412,20,
10.332067000,64.233.165.188,192.168.1.4,5228,50579,,,121,1412,20,
10.332067000,192.168.1.4,64.233.165.188,50579,5228,,,128,0,20,
10.332067000,64.233.165.188,192.168.1.4,5228,50579,,,121,2824,20,
10.332067000,192.168.1.4,64.233.165.188,50579,5228,,,128,0,20,
10.332067000,64.233.165.188,192.168.1.4,5228,50579,,,121,745,20,
10.334189000,192.168.1.4,64.233.165.188,50579,5228,,,128,64,20,
10.334525000,192.168.1.4,64.233.165.188,50579,5228,,,128,210,20,
10.350215000,64.233.165.188,192.168.1.4,5228,50579,,,121,0,20,
10.350738000,64.233.165.188,192.168.1.4,5228,50579,,,121,537,20,
10.355828000,64.233.165.188,192.168.1.4,5228,50579,,,121,89,20,
10.355828000,192.168.1.4,64.233.165.188,50579,5228,,,128,0,20,
10.355828000,64.233.165.188,192.168.1.4,5228,50579,,,121,34,20,
10.398751000,192.168.1.4,64.233.165.188,50579,5228,,,128,0,20,
12.534517000,192.168.1.4,172.19.0.2,,,62417,53,128,,,48
12.968793000,192.168.1.6,5.196.64.200,34958,443,,,64,43,32,
13.021604000,5.196.64.200,192.168.1.6,443,34958,,,44,0,32,
13.555401000,5.196.64.200,192.168.1.6,443,34958,,,44,43,32,
13.555431000,192.168.1.6,5.196.64.200,34958,443,,,64,0,32,
15.052201000,192.168.1.4,173.243.143.6,50577,443,,,128,93,20,
15.052202000,192.168.1.4,173.243.143.6,50577,443,,,128,7300,20,
15.184069000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.184069000,192.168.1.4,173.243.143.6,50577,443,,,128,2920,20,
15.184069000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.184069000,192.168.1.4,173.243.143.6,50577,443,,,128,7120,20,
15.184523000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.184524000,192.168.1.4,173.243.143.6,50577,443,,,128,5840,20,
15.317364000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.317364000,192.168.1.4,173.243.143.6,50577,443,,,128,2920,20,
15.317364000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.317364000,192.168.1.4,173.243.143.6,50577,443,,,128,5419,20,
15.317378000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.317378000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.317378000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.342782000,192.168.1.6,5.196.64.200,34958,443,,,64,75,32,
15.351980000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.395734000,5.196.64.200,192.168.1.6,443,34958,,,44,0,32,
15.448515000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.448657000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.448658000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.448658000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.448658000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
15.448658000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
16.251782000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
16.251782000,192.168.1.4,173.243.143.6,50577,443,,,128,0,20,
16.252510000,173.243.143.6,192.168.1.4,443,50577,,,45,341,20,
16.252511000,192.168.1.4,173.243.143.6,50577,443,,,128,0,20,
16.255731000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.382647000,173.243.143.6,192.168.1.4,443,50581,,,45,0,32,
16.382647000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
16.382917000,192.168.1.4,173.243.143.6,50581,443,,,128,312,20,
16.513850000,173.243.143.6,192.168.1.4,443,50581,,,45,0,20,
16.515079000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
16.515264000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
16.515264000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
16.515264000,173.243.143.6,192.168.1.4,443,50581,,,45,922,20,
16.515264000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.515264000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
16.515536000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
16.517929000,192.168.1.4,173.243.143.6,50581,443,,,128,2335,20,
16.548773000,192.168.1.4,172.19.0.2,,,63756,53,128,,,42
16.575842000,192.168.1.4,172.19.0.2,,,63756,53,128,,,42
16.652079000,173.243.143.6,192.168.1.4,443,50581,,,45,0,20,
16.652758000,173.243.143.6,192.168.1.4,443,50581,,,45,1202,20,
16.653594000,192.168.1.4,173.243.143.6,50581,443,,,128,93,20,
16.702162000,192.168.1.4,173.243.143.6,50581,443,,,128,805,20,
16.827265000,173.243.143.6,192.168.1.4,443,50581,,,45,0,20,
16.837518000,173.243.143.6,192.168.1.4,443,50581,,,45,0,20,
16.838888000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
16.838889000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
16.838889000,173.243.143.6,192.168.1.4,443,50581,,,45,8250,20,
16.838995000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
16.838995000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
16.838995000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
16.838996000,173.243.143.6,192.168.1.4,443,50581,,,45,5840,20,
16.968385000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
16.968495000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968495000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968495000,173.243.143.6,192.168.1.4,443,50581,,,45,2920,20,
16.968495000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
16.968743000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968743000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968743000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968743000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968743000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968743000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968743000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968743000,173.243.143.6,192.168.1.4,443,50581,,,45,8760,20,
16.968768000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968769000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
16.968769000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968769000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
16.968769000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968769000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
16.968769000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968769000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
16.968798000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968799000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968799000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968799000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968799000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
16.968799000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
16.968799000,173.243.143.6,192.168.1.4,443,50581,,,45,8760,20,
17.096912000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.096913000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.096913000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.096913000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.096913000,173.243.143.6,192.168.1.4,443,50581,,,45,5840,20,
17.096951000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.096951000,173.243.143.6,192.168.1.4,443,50581,,,45,2920,20,
17.096980000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.096980000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.096980000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.096980000,173.243.143.6,192.168.1.4,443,50581,,,45,2920,20,
17.097159000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.097159000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
17.097159000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.097159000,173.243.143.6,192.168.1.4,443,50581,,,45,2920,20,
17.097410000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.097411000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.097411000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.097411000,173.243.143.6,192.168.1.4,443,50581,,,45,10220,20,
17.097720000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.097720000,173.243.143.6,192.168.1.4,443,50581,,,45,2920,20,
17.098092000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.098092000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
17.098322000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.098322000,173.243.143.6,192.168.1.4,443,50581,,,45,2920,20,
17.226595000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.226596000,173.243.143.6,192.168.1.4,443,50581,,,45,5840,20,
17.226596000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.226596000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.226596000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227179000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227179000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227180000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227180000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227180000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227180000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227180000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227181000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227211000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227211000,173.243.143.6,192.168.1.4,443,50581,,,45,35040,20,
17.227342000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227342000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227342000,173.243.143.6,192.168.1.4,443,50581,,,45,2920,20,
17.227822000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
17.227822000,173.243.143.6,192.168.1.4,443,50581,,,45,925,20,
17.227823000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.227823000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.227823000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
17.358151000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.358152000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.358152000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.358152000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.358152000,173.243.143.6,192.168.1.4,443,50581,,,45,5840,20,
17.358247000,173.243.143.6,192.168.1.4,443,50581,,,45,1245,20,
17.358247000,192.168.1.4,173.243.143.6,50581,443,,,128,0,40,
17.358248000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.358248000,173.243.143.6,192.168.1.4,443,50581,,,45,1460,20,
17.487509000,192.168.1.4,173.243.143.6,50581,443,,,128,0,32,
17.487509000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.487509000,173.243.143.6,192.168.1.4,443,50581,,,45,2920,20,
17.590379000,192.168.1.4,172.19.0.2,,,63756,53,128,,,42
17.670402000,192.168.1.4,173.243.143.6,50575,443,,,128,0,20,
17.670915000,192.168.1.4,173.243.143.6,50577,443,,,128,0,20,
17.670916000,192.168.1.4,173.243.143.6,50581,443,,,128,0,20,
17.798530000,173.243.143.6,192.168.1.4,443,50575,,,46,0,20,
17.799305000,173.243.143.6,192.168.1.4,443,50581,,,45,0,20,
17.800300000,173.243.143.6,192.168.1.4,443,50577,,,45,0,20,
18.360638000,192.168.1.6,5.196.64.200,34958,443,,,64,0,32,
18.454097000,5.196.64.200,192.168.1.6,443,34958,,,44,0,32,
19.518802000,5.196.64.200,192.168.1.6,443,34958,,,44,0,32,
19.518840000,192.168.1.6,5.196.64.200,34958,443,,,64,0,32,
19.598539000,192.168.1.4,172.19.0.2,,,63756,53,128,,,42
22.746053000,192.168.1.6,151.0.2.54,,,37826,123,64,,,56
22.784575000,151.0.2.54,192.168.1.6,,,123,37826,52,,,56
23.603253000,192.168.1.4,172.19.0.2,,,63756,53,128,,,42
29.318136000,192.168.1.4,79.137.194.105,49799,50001,,,128,2044,20,
29.318136000,192.168.1.4,79.137.194.105,54726,50001,,,128,235,20,
29.318136000,192.168.1.4,79.137.194.105,58994,50001,,,128,306,20,
29.319654000,192.168.1.4,172.19.0.2,,,51040,53,128,,,46
29.345799000,192.168.1.4,172.19.0.2,,,51040,53,128,,,46
29.371683000,79.137.194.105,192.168.1.4,50001,49799,,,46,0,20,
29.371976000,79.137.194.105,192.168.1.4,50001,49799,,,46,0,20,
29.377472000,79.137.194.105,192.168.1.4,50001,54726,,,45,73,20,
29.379432000,192.168.1.4,79.137.194.105,54726,50001,,,128,0,20,
29.379432000,79.137.194.105,192.168.1.4,50001,54726,,,45,1753,20,
29.385384000,79.137.194.105,192.168.1.4,50001,58994,,,48,0,20,
29.392284000,79.137.194.105,192.168.1.4,50001,58994,,,48,73,20,
29.419925000,79.137.194.105,192.168.1.4,50001,49799,,,46,103,20,
29.420265000,192.168.1.4,79.137.194.105,49799,50001,,,128,73,20,
29.422463000,192.168.1.4,79.137.194.105,54726,50001,,,128,0,20,
29.431793000,79.137.194.105,192.168.1.4,50001,49799,,,46,185,20,
29.432402000,192.168.1.4,79.137.194.105,49799,50001,,,128,69,20,
29.437492000,192.168.1.4,79.137.194.105,58994,50001,,,128,0,20,
29.474045000,79.137.194.105,192.168.1.4,50001,49799,,,46,0,20,
29.486801000,79.137.194.105,192.168.1.4,50001,49799,,,46,0,20,
29.533378000,79.137.194.105,192.168.1.4,50001,58994,,,48,2600,20,
29.533379000,192.168.1.4,79.137.194.105,58994,50001,,,128,0,20,
29.534828000,79.137.194.105,192.168.1.4,50001,58994,,,48,898,20,
29.538450000,192.168.1.4,79.137.194.105,58994,50001,,,128,69,20,
29.538451000,192.168.1.4,79.137.194.105,58994,50001,,,128,0,20,
29.538451000,79.137.194.105,192.168.1.4,50001,58994,,,48,2600,20,
29.538451000,192.168.1.4,79.137.194.105,58994,50001,,,128,0,20,
29.539429000,79.137.194.105,192.168.1.4,50001,58994,,,48,898,20,
29.594145000,192.168.1.4,79.137.194.105,58994,50001,,,128,0,20,
29.630535000,79.137.194.105,192.168.1.4,50001,58994,,,48,0,20,
30.356213000,192.168.1.4,172.19.0.2,,,51040,53,128,,,46
31.970336000,192.168.1.4,79.137.194.105,50437,50001,,,128,6726,20,
31.977600000,192.168.1.4,13.68.233.9,50583,443,,,128,0,32,
32.019075000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
32.019327000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
32.019327000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
32.026188000,79.137.194.105,192.168.1.4,50001,50437,,,50,73,20,
32.066910000,79.137.194.105,192.168.1.4,50001,50437,,,50,398,20,
32.066910000,192.168.1.4,79.137.194.105,50437,50001,,,128,0,20,
32.067462000,192.168.1.4,79.137.194.105,50437,50001,,,128,69,20,
32.104698000,13.68.233.9,192.168.1.4,443,50583,,,106,0,32,
32.104698000,192.168.1.4,13.68.233.9,50583,443,,,128,0,20,
32.105056000,192.168.1.4,13.68.233.9,50583,443,,,128,219,20,
32.157670000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
32.232258000,192.168.1.4,13.68.233.9,50583,443,,,128,0,20,
32.232258000,13.68.233.9,192.168.1.4,443,50583,,,106,2920,20,
32.232446000,13.68.233.9,192.168.1.4,443,50583,,,106,520,20,
32.232446000,192.168.1.4,13.68.233.9,50583,443,,,128,0,32,
32.232446000,192.168.1.4,13.68.233.9,50583,443,,,128,0,32,
32.232446000,192.168.1.4,13.68.233.9,50583,443,,,128,0,20,
32.232446000,13.68.233.9,192.168.1.4,443,50583,,,106,2920,20,
32.234248000,192.168.1.4,13.68.233.9,50583,443,,,128,165,20,
32.361384000,13.68.233.9,192.168.1.4,443,50583,,,106,51,20,
32.362731000,192.168.1.4,13.68.233.9,50583,443,,,128,3477,20,
32.368451000,192.168.1.4,172.19.0.2,,,51040,53,128,,,46
32.489505000,13.68.233.9,192.168.1.4,443,50583,,,106,0,20,
32.494169000,13.68.233.9,192.168.1.4,443,50583,,,106,731,20,
32.494170000,192.168.1.4,13.68.233.9,50583,443,,,128,0,32,
32.494171000,192.168.1.4,13.68.233.9,50583,443,,,128,0,20,
32.494171000,13.68.233.9,192.168.1.4,443,50583,,,106,1460,20,
32.528797000,192.168.1.4,13.68.233.9,50583,443,,,128,1893,20,
32.654897000,13.68.233.9,192.168.1.4,443,50583,,,106,0,20,
33.561417000,13.68.233.9,192.168.1.4,443,50583,,,106,1251,20,
33.610026000,192.168.1.4,13.68.233.9,50583,443,,,128,0,20,
33.783240000,192.168.1.4,79.137.194.105,50437,50001,,,128,7153,20,
33.800987000,192.168.1.4,79.137.194.105,50437,50001,,,128,6647,20,
33.834111000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
33.834351000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
33.852308000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
33.852533000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
33.852750000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
33.910238000,79.137.194.105,192.168.1.4,50001,50437,,,50,401,20,
33.956362000,192.168.1.4,79.137.194.105,50437,50001,,,128,0,20,
34.061383000,79.137.194.105,192.168.1.4,50001,50437,,,50,895,20,
34.064794000,192.168.1.4,79.137.194.105,50437,50001,,,128,0,20,
34.064795000,79.137.194.105,192.168.1.4,50001,50437,,,50,1300,20,
34.064953000,79.137.194.105,192.168.1.4,50001,50437,,,50,1300,20,
34.066448000,192.168.1.4,79.137.194.105,50437,50001,,,128,0,20,
34.066448000,79.137.194.105,192.168.1.4,50001,50437,,,50,2600,20,
34.069892000,192.168.1.4,79.137.194.105,50437,50001,,,128,0,20,
34.069892000,79.137.194.105,192.168.1.4,50001,50437,,,50,2600,20,
34.073221000,192.168.1.4,79.137.194.105,50437,50001,,,128,0,20,
34.073221000,79.137.194.105,192.168.1.4,50001,50437,,,50,2600,20,
34.076712000,192.168.1.4,79.137.194.105,50437,50001,,,128,0,20,
34.076713000,79.137.194.105,192.168.1.4,50001,50437,,,50,1893,20,
34.129636000,192.168.1.4,79.137.194.105,50437,50001,,,128,0,20,
34.960506000,192.168.1.4,79.137.194.105,50437,50001,,,128,9922,20,
34.960524000,192.168.1.4,79.137.194.105,50437,50001,,,128,5950,20,
35.009213000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
35.009214000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
35.009608000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
35.009608000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
35.009608000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
35.009608000,79.137.194.105,192.168.1.4,50001,50437,,,50,0,20,
36.331012000,192.168.1.4,79.137.194.105,50431,50001,,,128,1149,20,
36.332207000,192.168.1.4,172.19.0.2,,,62556,53,128,,,40
36.360655000,192.168.1.4,172.19.0.2,,,62556,53,128,,,40
36.376627000,192.168.1.4,172.19.0.2,,,51040,53,128,,,46
36.387484000,79.137.194.105,192.168.1.4,50001,50431,,,50,73,20,
36.408083000,79.137.194.105,192.168.1.4,50001,50431,,,50,554,20,
36.408083000,192.168.1.4,79.137.194.105,50431,50001,,,128,0,20,
36.408425000,79.137.194.105,192.168.1.4,50001,50431,,,50,112,20,
36.409223000,192.168.1.4,79.137.194.105,50431,50001,,,128,69,20,
36.412056000,192.168.1.4,79.137.194.105,,,64491,50001,128,,,1308
36.412056000,192.168.1.4,79.137.194.105,,,64491,50001,128,,,1308
36.469722000,79.137.194.105,192.168.1.4,,,50001,64491,48,,,106
