frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,ip.ttl,tcp.len,tcp.hdr_len,udp.length
5.013153000,79.137.194.105,192.168.1.6,50001,33082,,,48,0,32,
5.040957000,192.168.1.6,79.137.194.105,33130,50001,,,64,73,32,
5.041298000,192.168.1.6,79.137.194.105,33108,50001,,,64,73,32,
5.041349000,192.168.1.6,79.137.194.105,33140,50001,,,64,73,32,
5.088340000,79.137.194.105,192.168.1.6,50001,33140,,,50,0,32,
5.094436000,79.137.194.105,192.168.1.6,50001,33130,,,47,73,32,
5.094447000,192.168.1.6,79.137.194.105,33130,50001,,,64,0,32,
5.096131000,79.137.194.105,192.168.1.6,50001,33108,,,47,73,32,
5.096138000,192.168.1.6,79.137.194.105,33108,50001,,,64,0,32,
5.098130000,79.137.194.105,192.168.1.6,50001,33140,,,50,73,32,
5.139650000,192.168.1.6,79.137.194.105,33140,50001,,,64,0,32,
5.203736000,79.137.194.105,192.168.1.6,50001,33082,,,48,2576,32,
5.203761000,192.168.1.6,79.137.194.105,33082,50001,,,64,0,32,
5.203895000,79.137.194.105,192.168.1.6,50001,33082,,,48,6440,32,
5.203906000,192.168.1.6,79.137.194.105,33082,50001,,,64,0,32,
5.203969000,79.137.194.105,192.168.1.6,50001,33082,,,48,3066,32,
5.203971000,192.168.1.6,79.137.194.105,33082,50001,,,64,0,32,
5.204084000,79.137.194.105,192.168.1.6,50001,33082,,,48,2576,32,
5.204093000,192.168.1.6,79.137.194.105,33082,50001,,,64,0,32,
5.204365000,79.137.194.105,192.168.1.6,50001,33082,,,48,3003,32,
5.204377000,192.168.1.6,79.137.194.105,33082,50001,,,64,0,32,
5.281793000,192.168.1.6,79.137.194.105,33348,50001,,,64,741,32,
5.287027000,192.168.1.6,79.137.194.105,55082,50001,,,64,2516,32,
5.287914000,192.168.1.6,79.137.194.105,55260,50001,,,64,520,32,
5.288337000,192.168.1.6,79.137.194.105,55862,50001,,,64,310,32,
5.288823000,192.168.1.6,79.137.194.105,55260,50001,,,64,537,32,
5.289125000,192.168.1.6,79.137.194.105,55260,50001,,,64,537,32,
5.291189000,192.168.1.6,79.137.194.105,53676,50001,,,64,0,40,
5.291655000,192.168.1.6,79.137.194.105,33130,50001,,,64,133,32,
5.295412000,192.168.1.6,79.137.194.105,33082,50001,,,64,2576,32,
5.295486000,192.168.1.6,79.137.194.105,33082,50001,,,64,610,32,
5.330632000,79.137.194.105,192.168.1.6,50001,33348,,,50,0,32,
5.334456000,79.137.194.105,192.168.1.6,50001,55862,,,50,0,32,
5.335715000,79.137.194.105,192.168.1.6,50001,55082,,,50,0,32,
5.336184000,79.137.194.105,192.168.1.6,50001,55260,,,47,0,32,
5.336184000,79.137.194.105,192.168.1.6,50001,55260,,,47,0,32,
5.336287000,79.137.194.105,192.168.1.6,50001,55260,,,47,0,32,
5.343410000,79.137.194.105,192.168.1.6,50001,33082,,,48,0,32,
5.344947000,79.137.194.105,192.168.1.6,50001,53676,,,48,0,40,
5.344959000,192.168.1.6,79.137.194.105,53676,50001,,,64,0,32,
5.345030000,79.137.194.105,192.168.1.6,50001,33348,,,50,105,32,
5.345607000,79.137.194.105,192.168.1.6,50001,33348,,,50,65,32,
5.345648000,192.168.1.6,79.137.194.105,33348,50001,,,64,0,32,
5.345712000,79.137.194.105,192.168.1.6,50001,33348,,,50,73,32,
5.345780000,192.168.1.6,79.137.194.105,53676,50001,,,64,1739,32,
5.345959000,192.168.1.6,79.137.194.105,33348,50001,,,64,73,32,
5.349093000,79.137.194.105,192.168.1.6,50001,55862,,,50,105,32,
5.349227000,79.137.194.105,192.168.1.6,50001,55862,,,50,104,32,
5.349264000,192.168.1.6,79.137.194.105,55862,50001,,,64,0,32,
5.349433000,192.168.1.6,79.137.194.105,55862,50001,,,64,73,32,
5.358158000,79.137.194.105,192.168.1.6,50001,33130,,,47,487,32,
5.358165000,192.168.1.6,79.137.194.105,33130,50001,,,64,0,32,
5.360834000,79.137.194.105,192.168.1.6,50001,55082,,,50,456,32,
5.360846000,192.168.1.6,79.137.194.105,55082,50001,,,64,0,32,
5.361001000,79.137.194.105,192.168.1.6,50001,55082,,,50,133,32,
5.361011000,192.168.1.6,79.137.194.105,55082,50001,,,64,0,32,
5.367634000,79.137.194.105,192.168.1.6,50001,33082,,,48,193,32,
5.367651000,192.168.1.6,79.137.194.105,33082,50001,,,64,0,32,
5.376739000,79.137.194.105,192.168.1.6,50001,55260,,,47,179,32,
5.376938000,79.137.194.105,192.168.1.6,50001,55260,,,47,179,32,
5.377152000,192.168.1.6,79.137.194.105,55260,50001,,,64,0,32,
5.377470000,79.137.194.105,192.168.1.6,50001,55260,,,47,135,32,
5.377822000,79.137.194.105,192.168.1.6,50001,55260,,,47,179,32,
5.377880000,192.168.1.6,79.137.194.105,55260,50001,,,64,0,32,
5.377961000,192.168.1.6,79.137.194.105,55260,50001,,,64,73,32,
5.378815000,79.137.194.105,192.168.1.6,50001,55260,,,47,65,32,
5.394255000,192.168.1.6,79.137.194.105,53684,50001,,,64,0,40,
5.399793000,79.137.194.105,192.168.1.6,50001,53676,,,48,0,32,
5.423544000,192.168.1.6,79.137.194.105,55260,50001,,,64,0,32,
5.425960000,79.137.194.105,192.168.1.6,50001,55260,,,47,0,32,
5.434748000,79.137.194.105,192.168.1.6,50001,33348,,,50,0,32,
5.437290000,79.137.194.105,192.168.1.6,50001,55862,,,50,0,32,
5.443131000,79.137.194.105,192.168.1.6,50001,53684,,,50,0,40,
5.443159000,192.168.1.6,79.137.194.105,53684,50001,,,64,0,32,
5.446038000,192.168.1.6,79.137.194.105,53684,50001,,,64,1800,32,
5.495323000,79.137.194.105,192.168.1.6,50001,53684,,,50,0,32,
5.593442000,192.168.1.6,79.137.194.105,33206,50001,,,64,162,32,
5.596794000,192.168.1.6,79.137.194.105,33244,50001,,,64,200,32,
5.597669000,192.168.1.6,79.137.194.105,33250,50001,,,64,167,32,
5.640506000,79.137.194.105,192.168.1.6,50001,33206,,,50,0,32,
5.649358000,79.137.194.105,192.168.1.6,50001,33206,,,50,2541,32,
5.649377000,192.168.1.6,79.137.194.105,33206,50001,,,64,0,32,
5.649453000,79.137.194.105,192.168.1.6,50001,33244,,,46,0,32,
5.649719000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.649870000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.649881000,192.168.1.6,79.137.194.105,33206,50001,,,64,0,32,
5.650891000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.650933000,79.137.194.105,192.168.1.6,50001,33250,,,46,0,32,
5.651007000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.651016000,192.168.1.6,79.137.194.105,33206,50001,,,64,0,32,
5.652093000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.652136000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.652139000,192.168.1.6,79.137.194.105,33206,50001,,,64,0,32,
5.653063000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.653126000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.653134000,192.168.1.6,79.137.194.105,33206,50001,,,64,0,32,
5.654326000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.654415000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.654424000,192.168.1.6,79.137.194.105,33206,50001,,,64,0,32,
5.655321000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.655404000,79.137.194.105,192.168.1.6,50001,33206,,,50,1288,32,
5.655416000,192.168.1.6,79.137.194.105,33206,50001,,,64,0,32,
5.656370000,79.137.194.105,192.168.1.6,50001,33206,,,50,1437,32,
5.656403000,192.168.1.6,79.137.194.105,33206,50001,,,64,0,32,
5.656632000,192.168.1.6,79.137.194.105,33206,50001,,,64,73,32,
5.682663000,79.137.194.105,192.168.1.6,50001,33250,,,46,513,32,
5.710953000,79.137.194.105,192.168.1.6,50001,53676,,,48,319,32,
5.710970000,192.168.1.6,79.137.194.105,53676,50001,,,64,0,32,
5.712806000,192.168.1.6,79.137.194.105,53676,50001,,,64,2576,32,
5.712864000,192.168.1.6,79.137.194.105,53676,50001,,,64,1071,32,
5.727758000,192.168.1.6,79.137.194.105,33250,50001,,,64,0,32,
5.745031000,79.137.194.105,192.168.1.6,50001,33206,,,50,0,32,
5.760394000,79.137.194.105,192.168.1.6,50001,33244,,,46,247,32,
5.760415000,192.168.1.6,79.137.194.105,33244,50001,,,64,0,32,
5.766456000,79.137.194.105,192.168.1.6,50001,53676,,,48,0,32,
5.766554000,79.137.194.105,192.168.1.6,50001,53676,,,48,0,32,
5.766951000,79.137.194.105,192.168.1.6,50001,53676,,,48,0,32,
5.800669000,79.137.194.105,192.168.1.6,50001,53684,,,50,319,32,
5.800692000,192.168.1.6,79.137.194.105,53684,50001,,,64,0,32,
5.801253000,192.168.1.6,79.137.194.105,53684,50001,,,64,98,32,
5.801474000,192.168.1.6,79.137.194.105,53684,50001,,,64,2576,32,
5.801534000,192.168.1.6,79.137.194.105,53684,50001,,,64,1075,32,
5.850029000,79.137.194.105,192.168.1.6,50001,53684,,,50,0,32,
5.850030000,79.137.194.105,192.168.1.6,50001,53684,,,50,0,32,
5.850030000,79.137.194.105,192.168.1.6,50001,53684,,,50,0,32,
5.850030000,79.137.194.105,192.168.1.6,50001,53684,,,50,0,32,
5.850646000,192.168.1.6,79.137.194.105,33206,50001,,,64,143,32,
5.850736000,192.168.1.6,79.137.194.105,33206,50001,,,64,213,32,
5.897175000,79.137.194.105,192.168.1.6,50001,33206,,,50,0,32,
5.897175000,79.137.194.105,192.168.1.6,50001,33206,,,50,0,32,
5.921507000,79.137.194.105,192.168.1.6,50001,53676,,,48,113,32,
5.922904000,192.168.1.6,79.137.194.105,46070,50001,,,64,680,32,
5.922987000,192.168.1.6,79.137.194.105,55112,50001,,,64,553,32,
5.922988000,192.168.1.6,79.137.194.105,55416,50001,,,64,2576,32,
5.922989000,192.168.1.6,79.137.194.105,55416,50001,,,64,2576,32,
5.923090000,192.168.1.6,79.137.194.105,55416,50001,,,64,973,32,
5.923730000,192.168.1.6,79.137.194.105,53686,50001,,,64,0,40,
5.928537000,79.137.194.105,192.168.1.6,50001,53676,,,48,271,32,
5.928581000,192.168.1.6,79.137.194.105,53676,50001,,,64,0,32,
5.971471000,79.137.194.105,192.168.1.6,50001,55416,,,48,0,32,
5.971944000,79.137.194.105,192.168.1.6,50001,55416,,,48,0,32,
5.971944000,79.137.194.105,192.168.1.6,50001,55416,,,48,0,32,
5.971944000,79.137.194.105,192.168.1.6,50001,55416,,,48,0,32,
5.975996000,79.137.194.105,192.168.1.6,50001,55112,,,46,0,32,
5.977642000,79.137.194.105,192.168.1.6,50001,53686,,,46,0,40,
5.977656000,192.168.1.6,79.137.194.105,53686,50001,,,64,0,32,
5.979045000,192.168.1.6,79.137.194.105,53686,50001,,,64,1508,32,
5.998305000,79.137.194.105,192.168.1.6,50001,46070,,,48,82,32,
5.998325000,192.168.1.6,79.137.194.105,46070,50001,,,64,0,32,
5.998535000,79.137.194.105,192.168.1.6,50001,46070,,,48,1250,32,
5.998550000,192.168.1.6,79.137.194.105,46070,50001,,,64,0,32,
6.001869000,79.137.194.105,192.168.1.6,50001,53684,,,50,113,32,
6.007723000,79.137.194.105,192.168.1.6,50001,53684,,,50,322,32,
6.007916000,192.168.1.6,79.137.194.105,53684,50001,,,64,0,32,
6.009904000,192.168.1.6,79.137.194.105,33310,50001,,,64,176,32,
6.010006000,192.168.1.6,79.137.194.105,33326,50001,,,64,116,32,
6.014577000,79.137.194.105,192.168.1.6,50001,55112,,,46,104,32,
6.014597000,192.168.1.6,79.137.194.105,55112,50001,,,64,0,32,
6.014917000,192.168.1.6,79.137.194.105,33322,50001,,,64,167,32,
6.014947000,79.137.194.105,192.168.1.6,50001,55112,,,46,104,32,
6.014949000,192.168.1.6,79.137.194.105,55112,50001,,,64,0,32,
6.015187000,192.168.1.6,79.137.194.105,55112,50001,,,64,73,32,
6.033244000,79.137.194.105,192.168.1.6,50001,53686,,,46,0,32,
6.051645000,192.168.1.6,79.137.194.105,33186,50001,,,64,73,32,
6.051834000,192.168.1.6,79.137.194.105,33182,50001,,,64,73,32,
6.051938000,192.168.1.6,79.137.194.105,33258,50001,,,64,73,32,
6.055010000,192.168.1.6,79.137.194.105,33296,50001,,,64,103,32,
6.063521000,79.137.194.105,192.168.1.6,50001,33322,,,47,0,32,
6.095037000,79.137.194.105,192.168.1.6,50001,33310,,,48,687,32,
6.095052000,192.168.1.6,79.137.194.105,33310,50001,,,64,0,32,
6.102803000,79.137.194.105,192.168.1.6,50001,33326,,,48,0,32,
6.104997000,79.137.194.105,192.168.1.6,50001,33186,,,48,0,32,
6.105485000,79.137.194.105,192.168.1.6,50001,33182,,,45,0,32,
6.106616000,79.137.194.105,192.168.1.6,50001,33258,,,50,73,32,
6.110896000,79.137.194.105,192.168.1.6,50001,55112,,,46,0,32,
6.111212000,79.137.194.105,192.168.1.6,50001,33186,,,48,73,32,
6.111729000,79.137.194.105,192.168.1.6,50001,33182,,,45,73,32,
6.116620000,79.137.194.105,192.168.1.6,50001,33296,,,45,391,32,
6.116635000,192.168.1.6,79.137.194.105,33296,50001,,,64,0,32,
6.118039000,192.168.1.6,79.137.194.105,33310,50001,,,64,175,32,
6.118240000,192.168.1.6,79.137.194.105,33310,50001,,,64,157,32,
6.136299000,79.137.194.105,192.168.1.6,50001,55416,,,48,169,32,
6.136323000,192.168.1.6,79.137.194.105,55416,50001,,,64,0,32,
6.140956000,79.137.194.105,192.168.1.6,50001,55416,,,48,76,32,
6.140973000,192.168.1.6,79.137.194.105,55416,50001,,,64,0,32,
6.148063000,192.168.1.6,79.137.194.105,33258,50001,,,64,0,32,
6.152107000,192.168.1.6,79.137.194.105,33186,50001,,,64,0,32,
6.153441000,79.137.194.105,192.168.1.6,50001,55416,,,48,169,32,
6.153464000,192.168.1.6,79.137.194.105,55416,50001,,,64,0,32,
6.153530000,79.137.194.105,192.168.1.6,50001,55416,,,48,169,32,
6.153532000,192.168.1.6,79.137.194.105,55416,50001,,,64,0,32,
6.156082000,192.168.1.6,79.137.194.105,33182,50001,,,64,0,32,
6.165531000,79.137.194.105,192.168.1.6,50001,33326,,,48,846,32,
6.165560000,192.168.1.6,79.137.194.105,33326,50001,,,64,0,32,
6.171749000,79.137.194.105,192.168.1.6,50001,33310,,,48,0,32,
6.193361000,79.137.194.105,192.168.1.6,50001,33310,,,48,252,32,
6.199049000,79.137.194.105,192.168.1.6,50001,33310,,,48,273,32,
6.199089000,192.168.1.6,79.137.194.105,33310,50001,,,64,0,32,
6.233543000,79.137.194.105,192.168.1.6,50001,53686,,,46,2576,32,
6.233543000,79.137.194.105,192.168.1.6,50001,53686,,,46,1595,32,
6.233568000,192.168.1.6,79.137.194.105,53686,50001,,,64,0,32,
6.233603000,192.168.1.6,79.137.194.105,53686,50001,,,64,0,32,
6.233873000,79.137.194.105,192.168.1.6,50001,53686,,,46,1219,32,
6.233882000,192.168.1.6,79.137.194.105,53686,50001,,,64,0,32,
6.238585000,192.168.1.6,79.137.194.105,53686,50001,,,64,127,32,
6.282986000,192.168.1.6,79.137.194.105,33364,50001,,,64,702,32,
6.292638000,79.137.194.105,192.168.1.6,50001,53686,,,46,0,32,
6.298434000,192.168.1.6,79.137.194.105,53692,50001,,,64,0,40,
6.331763000,79.137.194.105,192.168.1.6,50001,33364,,,47,0,32,
6.348005000,79.137.194.105,192.168.1.6,50001,53692,,,48,0,40,
6.348032000,192.168.1.6,79.137.194.105,53692,50001,,,64,0,32,
6.348763000,192.168.1.6,79.137.194.105,53692,50001,,,64,1556,32,
6.362007000,79.137.194.105,192.168.1.6,50001,33364,,,47,134,32,
6.362168000,79.137.194.105,192.168.1.6,50001,33364,,,47,389,32,
6.362186000,192.168.1.6,79.137.194.105,33364,50001,,,64,0,32,
6.364053000,192.168.1.6,79.137.194.105,33364,50001,,,64,73,32,
6.386089000,192.168.1.6,79.137.194.105,54814,50001,,,64,138,32,
6.392861000,79.137.194.105,192.168.1.6,50001,53686,,,46,308,32,
6.393660000,192.168.1.6,79.137.194.105,53686,50001,,,64,1701,32,
6.397562000,192.168.1.6,79.137.194.105,53694,50001,,,64,0,40,
6.398163000,79.137.194.105,192.168.1.6,50001,53692,,,48,0,32,
6.406522000,192.168.1.6,79.137.194.105,33364,50001,,,64,841,32,
6.434837000,79.137.194.105,192.168.1.6,50001,54814,,,48,0,32,
6.446098000,79.137.194.105,192.168.1.6,50001,53694,,,50,0,40,
6.446120000,192.168.1.6,79.137.194.105,53694,50001,,,64,0,32,
6.446824000,192.168.1.6,79.137.194.105,53694,50001,,,64,1386,32,
6.447519000,79.137.194.105,192.168.1.6,50001,53686,,,46,0,32,
6.455242000,79.137.194.105,192.168.1.6,50001,33364,,,47,0,32,
6.455242000,79.137.194.105,192.168.1.6,50001,33364,,,47,0,32,
6.468400000,79.137.194.105,192.168.1.6,50001,54814,,,48,2576,32,
6.468423000,192.168.1.6,79.137.194.105,54814,50001,,,64,0,32,
6.469113000,79.137.194.105,192.168.1.6,50001,54814,,,48,2576,32,
6.469127000,192.168.1.6,79.137.194.105,54814,50001,,,64,0,32,
6.470304000,79.137.194.105,192.168.1.6,50001,54814,,,48,1288,32,
6.470320000,192.168.1.6,79.137.194.105,54814,50001,,,64,0,32,
6.470399000,79.137.194.105,192.168.1.6,50001,54814,,,48,1288,32,
6.470402000,192.168.1.6,79.137.194.105,54814,50001,,,64,0,32,
6.471541000,79.137.194.105,192.168.1.6,50001,54814,,,48,2576,32,
6.471554000,192.168.1.6,79.137.194.105,54814,50001,,,64,0,32,
6.473801000,79.137.194.105,192.168.1.6,50001,54814,,,48,1288,32,
6.473812000,192.168.1.6,79.137.194.105,54814,50001,,,64,0,32,
6.473866000,79.137.194.105,192.168.1.6,50001,54814,,,48,1288,32,
6.473868000,192.168.1.6,79.137.194.105,54814,50001,,,64,0,32,
6.474140000,79.137.194.105,192.168.1.6,50001,33364,,,47,192,32,
6.474378000,79.137.194.105,192.168.1.6,50001,54814,,,48,794,32,
6.474383000,192.168.1.6,79.137.194.105,54814,50001,,,64,0,32,
6.474490000,192.168.1.6,79.137.194.105,33364,50001,,,64,73,32,
6.474648000,192.168.1.6,79.137.194.105,54814,50001,,,64,73,32,
6.495238000,79.137.194.105,192.168.1.6,50001,53694,,,50,0,32,
6.525326000,79.137.194.105,192.168.1.6,50001,53694,,,50,2376,32,
6.525348000,192.168.1.6,79.137.194.105,53694,50001,,,64,0,32,
6.525428000,79.137.194.105,192.168.1.6,50001,53694,,,50,741,32,
6.525431000,192.168.1.6,79.137.194.105,53694,50001,,,64,0,32,
6.532573000,192.168.1.6,79.137.194.105,53694,50001,,,64,98,32,
6.533960000,192.168.1.6,79.137.194.105,53694,50001,,,64,516,32,
6.548396000,79.137.194.105,192.168.1.6,50001,53686,,,46,348,32,
6.567148000,79.137.194.105,192.168.1.6,50001,33364,,,47,0,32,
6.571399000,192.168.1.6,79.137.194.105,55112,50001,,,64,152,32,
6.575235000,79.137.194.105,192.168.1.6,50001,54814,,,48,0,32,
6.587854000,79.137.194.105,192.168.1.6,50001,53694,,,50,0,32,
6.591923000,192.168.1.6,79.137.194.105,53686,50001,,,64,0,32,
6.597302000,79.137.194.105,192.168.1.6,50001,53694,,,50,648,32,
6.598061000,192.168.1.6,79.137.194.105,53694,50001,,,64,65,32,
6.599604000,79.137.194.105,192.168.1.6,50001,53694,,,50,65,32,
6.600565000,79.137.194.105,192.168.1.6,50001,53692,,,48,1363,32,
6.600579000,192.168.1.6,79.137.194.105,53692,50001,,,64,0,32,
6.600642000,79.137.194.105,192.168.1.6,50001,53692,,,48,2576,32,
6.600644000,192.168.1.6,79.137.194.105,53692,50001,,,64,0,32,
6.600685000,79.137.194.105,192.168.1.6,50001,53692,,,48,266,32,
6.600686000,192.168.1.6,79.137.194.105,53692,50001,,,64,0,32,
6.601274000,79.137.194.105,192.168.1.6,50001,53692,,,48,1219,32,
6.601278000,192.168.1.6,79.137.194.105,53692,50001,,,64,0,32,
6.602407000,192.168.1.6,79.137.194.105,53692,50001,,,64,127,32,
6.608030000,79.137.194.105,192.168.1.6,50001,53694,,,50,1188,32,
6.608036000,192.168.1.6,79.137.194.105,53694,50001,,,64,0,32,
6.608099000,79.137.194.105,192.168.1.6,50001,53694,,,50,1188,32,
6.608099000,79.137.194.105,192.168.1.6,50001,53694,,,50,1353,32,
6.608099000,79.137.194.105,192.168.1.6,50001,53694,,,50,73,32,
6.608128000,192.168.1.6,79.137.194.105,53694,50001,,,64,0,32,
6.608472000,192.168.1.6,79.137.194.105,53694,50001,,,64,73,32,
6.621482000,192.168.1.6,79.137.194.105,54940,50001,,,64,113,32,
6.631834000,79.137.194.105,192.168.1.6,50001,55112,,,46,0,32,
6.639762000,192.168.1.6,79.137.194.105,54804,50001,,,64,221,32,
6.642595000,192.168.1.6,79.137.194.105,53704,50001,,,64,0,40,
6.647208000,192.168.1.6,79.137.194.105,33386,50001,,,64,2576,32,
6.647286000,192.168.1.6,79.137.194.105,33386,50001,,,64,1251,32,
6.649332000,192.168.1.6,79.137.194.105,54860,50001,,,64,203,32,
6.651432000,79.137.194.105,192.168.1.6,50001,53692,,,48,0,32,
6.656661000,79.137.194.105,192.168.1.6,50001,53694,,,50,0,32,
6.670064000,79.137.194.105,192.168.1.6,50001,54940,,,47,0,32,
6.671892000,79.137.194.105,192.168.1.6,50001,55112,,,46,171,32,
6.672317000,192.168.1.6,79.137.194.105,55112,50001,,,64,73,32,
6.675905000,79.137.194.105,192.168.1.6,50001,54940,,,47,112,32,
6.675914000,192.168.1.6,79.137.194.105,54940,50001,,,64,0,32,
6.676517000,192.168.1.6,79.137.194.105,54940,50001,,,64,73,32,
6.695975000,79.137.194.105,192.168.1.6,50001,53704,,,45,0,40,
6.695991000,192.168.1.6,79.137.194.105,53704,50001,,,64,0,32,
6.696927000,192.168.1.6,79.137.194.105,53704,50001,,,64,998,32,
6.699646000,79.137.194.105,192.168.1.6,50001,33386,,,46,0,32,
6.699777000,79.137.194.105,192.168.1.6,50001,33386,,,46,0,32,
6.700041000,79.137.194.105,192.168.1.6,50001,33386,,,46,0,32,
6.702069000,79.137.194.105,192.168.1.6,50001,54860,,,46,0,32,
6.713344000,79.137.194.105,192.168.1.6,50001,54804,,,46,2376,32,
6.713365000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.713498000,79.137.194.105,192.168.1.6,50001,54804,,,46,7303,32,
6.713507000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.713606000,79.137.194.105,192.168.1.6,50001,54804,,,46,4752,32,
6.713614000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.713683000,79.137.194.105,192.168.1.6,50001,54804,,,46,8316,32,
6.713690000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.713746000,79.137.194.105,192.168.1.6,50001,54804,,,46,1188,32,
6.713758000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.713890000,79.137.194.105,192.168.1.6,50001,54804,,,46,2376,32,
6.713899000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.713941000,79.137.194.105,192.168.1.6,50001,54804,,,46,1188,32,
6.713948000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.714483000,79.137.194.105,192.168.1.6,50001,54804,,,46,1188,32,
6.714518000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.714594000,79.137.194.105,192.168.1.6,50001,54804,,,46,7262,32,
6.714607000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.718899000,79.137.194.105,192.168.1.6,50001,54860,,,46,122,32,
6.724878000,79.137.194.105,192.168.1.6,50001,55112,,,46,0,32,
6.725554000,192.168.1.6,79.137.194.105,54804,50001,,,64,849,32,
6.751041000,79.137.194.105,192.168.1.6,50001,53704,,,45,0,32,
6.751139000,79.137.194.105,192.168.1.6,50001,53692,,,48,308,32,
6.752447000,192.168.1.6,79.137.194.105,53692,50001,,,64,1429,32,
6.759565000,192.168.1.6,79.137.194.105,54860,50001,,,64,0,32,
6.766108000,79.137.194.105,192.168.1.6,50001,53704,,,45,2519,32,
6.766121000,192.168.1.6,79.137.194.105,53704,50001,,,64,0,32,
6.767083000,79.137.194.105,192.168.1.6,50001,54940,,,47,0,32,
6.769945000,192.168.1.6,79.137.194.105,53704,50001,,,64,98,32,
6.770362000,192.168.1.6,79.137.194.105,53704,50001,,,64,648,32,
6.800096000,79.137.194.105,192.168.1.6,50001,54804,,,46,2891,32,
6.800170000,192.168.1.6,79.137.194.105,54804,50001,,,64,0,32,
6.802131000,79.137.194.105,192.168.1.6,50001,53692,,,48,0,32,
6.817456000,192.168.1.6,79.137.194.105,54804,50001,,,64,1706,32,
